Gender,Married,Age,Profession,WorkExperience,SpendingScore,FamilySize,Cluster
Female,No,35,Entertainment,1.0,Low,1.0,2
Female,Yes,52,Executive,1.0,Low,1.0,3
Male,Yes,31,Doctor,,Average,2.0,0
Female,No,43,Doctor,0.0,Low,,2
Male,Yes,48,Executive,0.0,High,4.0,0
Female,Yes,37,,0.0,Low,3.0,2
Male,No,26,Artist,8.0,Low,5.0,1
Female,No,49,Artist,1.0,Low,2.0,3
Male,No,37,Entertainment,0.0,Low,1.0,2
Male,No,30,Executive,13.0,Low,4.0,1
Male,No,43,Entertainment,0.0,Low,1.0,2
Female,No,42,Artist,0.0,Low,3.0,2
Male,Yes,60,Artist,0.0,Average,2.0,0
Male,Yes,71,Executive,1.0,High,,4
Female,No,23,Healthcare,4.0,Low,7.0,2
Male,Yes,81,Lawyer,9.0,Low,1.0,3
Female,Yes,45,Engineer,2.0,Low,1.0,3
Male,No,33,Artist,1.0,Low,2.0,2
Male,No,25,Entertainment,8.0,Low,2.0,1
Male,Yes,38,Executive,1.0,Average,5.0,0
Male,Yes,25,Executive,8.0,High,2.0,1
Male,Yes,62,Artist,1.0,High,2.0,4
Male,Yes,45,Artist,1.0,Low,4.0,3
Female,No,63,Artist,1.0,Low,2.0,3
Female,Yes,39,Artist,0.0,High,2.0,0
Female,No,25,Engineer,1.0,Low,1.0,2
Female,No,67,Artist,0.0,Low,1.0,3
Male,Yes,81,Entertainment,1.0,Low,1.0,3
Male,No,31,Artist,1.0,Low,4.0,2
Male,No,22,Healthcare,1.0,Low,4.0,2
Female,Yes,73,Lawyer,,High,2.0,4
Female,No,33,Engineer,1.0,Low,2.0,2
Female,Yes,42,Artist,8.0,High,5.0,0
Male,Yes,70,Lawyer,,Low,1.0,3
Male,Yes,25,Executive,4.0,High,8.0,0
Male,Yes,66,Artist,,Average,2.0,0
Female,Yes,41,Artist,1.0,High,2.0,0
Female,Yes,40,Artist,1.0,Low,1.0,2
Female,Yes,50,Artist,0.0,Average,2.0,0
Female,,36,Entertainment,8.0,Low,1.0,1
Female,No,31,Entertainment,9.0,Low,4.0,1
Female,Yes,63,Artist,0.0,Average,2.0,0
Male,Yes,57,Executive,0.0,High,4.0,4
Female,No,40,Artist,0.0,Low,1.0,2
Male,Yes,39,Executive,,High,4.0,0
Female,Yes,45,Artist,8.0,High,3.0,0
Female,No,32,Healthcare,0.0,Low,,2
Male,No,25,Healthcare,1.0,Low,3.0,2
Female,No,22,Healthcare,0.0,Low,4.0,2
Female,No,38,Artist,1.0,Low,3.0,2
Male,Yes,37,Artist,9.0,Average,2.0,1
Male,Yes,78,Lawyer,1.0,High,2.0,4
Female,Yes,37,Artist,2.0,Average,2.0,0
Male,Yes,43,Healthcare,5.0,Average,2.0,0
Male,No,23,Healthcare,1.0,Low,4.0,2
Male,No,43,Artist,0.0,Low,1.0,2
Male,Yes,43,Artist,2.0,Average,2.0,0
Male,Yes,71,Lawyer,3.0,High,2.0,4
Female,Yes,38,Artist,8.0,Low,1.0,1
Female,,20,Homemaker,13.0,Low,1.0,1
Female,No,27,Healthcare,0.0,Low,,2
Male,Yes,48,Executive,9.0,High,4.0,1
Female,No,35,Engineer,,Low,2.0,2
Male,Yes,53,Artist,1.0,Average,3.0,0
Female,Yes,41,Engineer,0.0,Low,2.0,2
Female,No,28,Marketing,0.0,Low,2.0,2
Male,No,22,Healthcare,1.0,Low,6.0,2
Male,No,27,Healthcare,,Low,3.0,2
Female,Yes,43,Artist,3.0,Average,2.0,0
Male,Yes,68,Lawyer,,High,2.0,4
Male,Yes,28,Doctor,0.0,Average,2.0,0
Female,Yes,48,Doctor,1.0,Average,6.0,0
Male,Yes,42,Artist,14.0,Low,2.0,1
Female,No,38,Healthcare,0.0,Low,4.0,2
Female,No,42,Engineer,6.0,Low,3.0,1
Male,No,43,Entertainment,1.0,Low,2.0,2
Female,Yes,46,Artist,1.0,Average,2.0,0
Female,No,43,Engineer,1.0,Low,2.0,2
Female,No,28,Healthcare,1.0,Low,6.0,2
Female,Yes,48,Engineer,0.0,Average,4.0,0
Male,Yes,82,Lawyer,1.0,High,2.0,4
Male,Yes,49,Artist,1.0,Low,2.0,3
Female,Yes,41,Artist,0.0,Average,2.0,0
Male,Yes,66,Entertainment,0.0,Average,2.0,0
Male,No,22,Healthcare,0.0,Low,5.0,2
Female,No,31,Healthcare,9.0,Low,3.0,1
Female,Yes,49,Artist,3.0,High,5.0,0
Male,Yes,77,Lawyer,1.0,High,2.0,4
Male,No,41,Entertainment,0.0,Low,2.0,2
Male,Yes,78,Entertainment,0.0,Low,1.0,3
Male,No,41,Artist,7.0,Low,1.0,1
Female,Yes,39,Artist,3.0,Average,2.0,0
Male,Yes,50,Executive,0.0,High,3.0,4
Male,Yes,35,Artist,3.0,Average,2.0,0
Female,Yes,52,Doctor,1.0,Average,3.0,0
Female,No,35,,,Low,,2
Female,Yes,50,Engineer,4.0,Average,4.0,0
Male,Yes,52,Engineer,,Low,1.0,3
Male,Yes,63,Healthcare,0.0,Average,4.0,0
Female,Yes,47,Artist,0.0,Low,3.0,3
Female,Yes,41,Homemaker,,Average,4.0,0
Female,No,38,Artist,4.0,Low,2.0,2
Male,No,32,Doctor,2.0,Low,2.0,2
Male,No,31,Healthcare,0.0,Low,6.0,2
Male,Yes,36,Executive,1.0,High,3.0,0
Male,Yes,67,Artist,0.0,Low,1.0,3
Male,No,41,Entertainment,,Low,1.0,2
Male,Yes,53,Entertainment,8.0,Average,4.0,1
Male,Yes,51,Artist,0.0,Low,1.0,3
Male,Yes,56,Executive,0.0,Low,2.0,3
Female,Yes,45,Artist,,High,,0
Male,Yes,72,Executive,1.0,High,4.0,4
Female,Yes,42,Artist,2.0,Average,2.0,0
Female,Yes,26,Homemaker,9.0,Average,2.0,1
Female,No,29,Entertainment,9.0,Low,,1
Male,No,37,Entertainment,1.0,Low,2.0,2
Male,No,18,Healthcare,1.0,Low,4.0,2
Female,,31,Doctor,1.0,Low,3.0,2
Male,No,29,Marketing,1.0,Low,7.0,2
Female,No,70,Lawyer,0.0,Low,1.0,3
Female,No,19,Healthcare,1.0,Low,5.0,2
Male,Yes,46,Artist,5.0,Average,2.0,0
Male,Yes,53,Executive,1.0,High,4.0,4
Female,Yes,50,Artist,0.0,Low,1.0,3
Female,Yes,43,Artist,1.0,Average,3.0,0
Female,No,23,Healthcare,0.0,Low,4.0,2
Female,Yes,61,Artist,0.0,Average,2.0,0
Male,Yes,27,Doctor,9.0,Average,2.0,1
Female,Yes,63,,4.0,Average,3.0,0
Female,Yes,83,Lawyer,1.0,Low,1.0,3
Male,Yes,32,Healthcare,5.0,Low,2.0,1
Male,Yes,58,Artist,1.0,Average,5.0,0
Male,Yes,67,Doctor,1.0,Average,3.0,4
Female,No,19,Healthcare,8.0,Low,5.0,1
Male,Yes,88,Lawyer,0.0,High,2.0,4
Male,Yes,35,Artist,7.0,Low,2.0,1
Male,Yes,45,Artist,0.0,Average,4.0,0
Female,Yes,35,Artist,9.0,Average,4.0,1
Female,Yes,27,Healthcare,0.0,Low,2.0,2
Male,Yes,35,Executive,4.0,High,3.0,0
Female,No,20,Healthcare,2.0,Low,3.0,2
Male,Yes,41,Entertainment,12.0,Average,3.0,1
Female,No,33,Healthcare,1.0,Low,6.0,2
Male,Yes,58,Artist,0.0,Low,1.0,3
Male,Yes,86,Executive,0.0,High,2.0,4
Male,Yes,61,Engineer,7.0,Average,5.0,1
Male,No,32,Artist,0.0,Low,3.0,2
Male,No,20,Healthcare,0.0,Low,3.0,2
Male,No,32,Artist,0.0,Low,4.0,2
Female,Yes,69,Artist,0.0,High,2.0,4
Female,No,35,Entertainment,9.0,Low,4.0,1
Female,No,72,Lawyer,1.0,Low,2.0,3
Female,Yes,37,Artist,0.0,Low,1.0,2
Male,No,22,Healthcare,0.0,Low,,2
Female,No,25,Healthcare,0.0,Low,,2
Male,No,33,Healthcare,4.0,Low,1.0,2
Male,Yes,40,Executive,0.0,Average,4.0,0
Female,Yes,55,Artist,1.0,Low,2.0,3
Male,Yes,23,Executive,1.0,High,9.0,0
Female,Yes,51,Doctor,1.0,High,1.0,0
Male,Yes,69,Doctor,0.0,Average,3.0,4
Female,Yes,73,Lawyer,0.0,High,2.0,4
Female,,72,Lawyer,4.0,High,,4
Female,No,20,Marketing,1.0,Low,3.0,2
Female,No,53,Artist,1.0,Low,1.0,3
Female,Yes,46,Artist,0.0,Average,4.0,0
Female,Yes,53,Engineer,0.0,Low,4.0,3
Male,Yes,53,Executive,0.0,Average,5.0,0
Male,Yes,50,Executive,0.0,High,4.0,4
Female,Yes,66,Artist,1.0,Average,3.0,0
Female,Yes,86,Lawyer,1.0,Low,2.0,3
Female,No,27,Doctor,8.0,Low,1.0,1
Female,No,42,Artist,8.0,Low,1.0,1
Male,No,33,Marketing,11.0,Low,9.0,1
Male,Yes,82,Executive,1.0,High,2.0,4
Male,Yes,26,Entertainment,8.0,Low,2.0,1
Male,Yes,38,Engineer,0.0,Average,4.0,0
Female,No,32,Artist,6.0,Low,7.0,1
Male,No,20,Healthcare,1.0,Low,5.0,2
Male,No,27,Entertainment,0.0,Low,3.0,2
Male,No,22,Healthcare,0.0,Low,4.0,2
Male,Yes,80,Lawyer,0.0,High,3.0,4
Female,Yes,32,Artist,,High,3.0,0
Male,Yes,77,Lawyer,0.0,Low,1.0,3
Male,No,22,Healthcare,1.0,Low,2.0,2
Female,Yes,32,Healthcare,0.0,Low,2.0,2
Male,Yes,47,Executive,9.0,Low,,1
Male,Yes,49,Entertainment,1.0,Average,2.0,0
Male,Yes,55,Executive,0.0,High,9.0,4
Male,No,28,Entertainment,1.0,Low,2.0,2
Male,Yes,59,Artist,,Low,,3
Female,Yes,42,Doctor,1.0,Low,1.0,2
Female,No,37,Artist,8.0,Low,,1
Female,No,20,Healthcare,1.0,Low,3.0,2
Male,Yes,43,Marketing,0.0,High,6.0,0
Female,Yes,73,Doctor,0.0,Low,1.0,3
Female,No,46,Engineer,1.0,Low,3.0,2
Male,Yes,28,Doctor,0.0,Average,2.0,0
Female,Yes,35,Entertainment,9.0,Average,2.0,1
Female,Yes,48,Artist,3.0,High,3.0,0
Female,No,32,Artist,0.0,Low,3.0,2
Male,Yes,66,Executive,0.0,Average,2.0,4
Female,Yes,47,Artist,8.0,High,2.0,0
Male,Yes,28,Healthcare,1.0,Low,2.0,2
Female,Yes,35,Artist,3.0,Average,2.0,0
Female,Yes,75,Lawyer,1.0,High,2.0,4
Male,Yes,48,Executive,1.0,High,3.0,0
Male,No,41,Entertainment,1.0,Low,4.0,2
Female,No,25,Doctor,1.0,Low,3.0,2
Female,Yes,52,Doctor,0.0,Average,3.0,0
Male,Yes,58,Doctor,0.0,Average,2.0,0
Female,No,26,Healthcare,,Low,1.0,2
Female,No,49,Artist,0.0,Low,3.0,3
Male,No,28,Marketing,9.0,Low,5.0,1
Male,No,53,Artist,0.0,Low,1.0,3
Female,No,27,Doctor,0.0,Low,4.0,2
Female,No,33,Entertainment,0.0,Low,4.0,2
Female,Yes,89,Lawyer,0.0,High,2.0,4
Female,No,40,Artist,1.0,Low,1.0,2
Male,Yes,47,Executive,,High,4.0,0
Male,No,27,Healthcare,10.0,Low,5.0,1
Male,Yes,37,Executive,1.0,Low,6.0,2
Male,Yes,56,Lawyer,0.0,High,3.0,4
Male,Yes,48,Executive,2.0,High,5.0,0
Female,No,32,Engineer,0.0,Low,1.0,2
Male,Yes,39,Doctor,1.0,Average,3.0,0
Male,Yes,39,Artist,,Average,4.0,0
Female,No,39,Artist,9.0,Low,1.0,1
Male,Yes,60,Artist,1.0,High,4.0,4
Female,No,33,Engineer,9.0,Low,2.0,1
Female,Yes,50,Artist,0.0,Average,4.0,0
Male,Yes,58,Entertainment,,Low,2.0,3
Female,No,20,Entertainment,1.0,Low,4.0,2
Male,No,29,Healthcare,,Low,4.0,2
Female,No,37,Engineer,0.0,Low,1.0,2
Male,Yes,25,Doctor,1.0,Low,2.0,2
Male,Yes,37,Entertainment,11.0,Low,6.0,1
Male,Yes,68,Engineer,0.0,Low,1.0,3
Male,No,20,Healthcare,2.0,Low,3.0,2
Male,,22,Healthcare,9.0,Low,3.0,1
Female,Yes,30,Doctor,1.0,Average,6.0,0
Female,Yes,83,Artist,0.0,High,2.0,4
Female,No,52,Artist,0.0,Low,1.0,3
Female,No,19,Healthcare,7.0,Low,1.0,1
Female,Yes,36,Engineer,11.0,Low,2.0,1
Male,No,31,Healthcare,1.0,Low,4.0,2
Male,Yes,51,Artist,0.0,Average,2.0,0
Female,Yes,53,Artist,8.0,Average,2.0,1
Female,No,31,Healthcare,1.0,Low,1.0,2
Male,Yes,57,Entertainment,0.0,Low,4.0,3
Male,Yes,36,Artist,0.0,Average,5.0,0
Male,No,35,Doctor,,Low,3.0,2
Female,No,41,Marketing,1.0,Low,2.0,2
Male,Yes,69,Artist,0.0,Low,1.0,3
Male,Yes,37,Entertainment,11.0,Average,2.0,1
Female,,41,Healthcare,0.0,Low,1.0,2
Female,No,49,Doctor,0.0,Low,1.0,2
Male,Yes,59,Marketing,0.0,Average,3.0,0
Female,Yes,37,Doctor,2.0,High,2.0,0
Female,Yes,68,Lawyer,3.0,High,4.0,4
Male,No,29,Entertainment,,Low,3.0,2
Female,No,42,Artist,1.0,Low,2.0,2
Male,,52,Doctor,0.0,High,3.0,4
Female,Yes,46,Artist,1.0,Average,4.0,0
Male,No,49,Entertainment,1.0,Low,3.0,3
Female,No,33,Engineer,1.0,Low,5.0,2
Male,Yes,33,Artist,1.0,Low,3.0,2
Female,No,25,Engineer,,Low,3.0,2
Male,No,32,Marketing,0.0,Low,3.0,2
Female,Yes,87,Lawyer,0.0,High,2.0,4
Male,Yes,52,Entertainment,0.0,Average,4.0,0
Female,No,27,Engineer,14.0,Low,8.0,1
Male,Yes,63,Entertainment,6.0,Low,2.0,3
Female,Yes,89,Lawyer,1.0,High,2.0,4
Female,Yes,86,Artist,,Low,4.0,3
Male,Yes,31,Executive,1.0,Average,2.0,0
Female,No,41,Artist,0.0,Low,1.0,2
Female,Yes,35,Artist,,Average,2.0,0
Female,Yes,50,Artist,1.0,High,7.0,0
Female,Yes,70,Engineer,0.0,Average,2.0,4
Female,Yes,55,Engineer,1.0,Average,3.0,0
Female,Yes,36,Homemaker,8.0,Average,5.0,1
Female,Yes,66,Lawyer,4.0,Low,1.0,3
Male,,47,Marketing,,High,2.0,0
Female,Yes,49,Engineer,5.0,Average,5.0,0
Male,Yes,65,Artist,1.0,Average,4.0,0
Female,No,23,Healthcare,1.0,Low,4.0,2
Male,Yes,45,Artist,3.0,High,4.0,0
Male,No,33,Entertainment,1.0,Low,5.0,2
Male,Yes,48,Executive,1.0,High,3.0,0
Male,No,28,Healthcare,5.0,Low,4.0,2
Female,No,27,Artist,0.0,Low,8.0,2
Female,Yes,45,Engineer,1.0,Low,3.0,3
Female,Yes,49,Entertainment,2.0,Average,3.0,0
Female,Yes,46,Marketing,,Low,1.0,3
Female,Yes,56,Artist,1.0,Average,2.0,0
Male,No,21,Healthcare,,Low,1.0,2
Female,Yes,29,Artist,0.0,Average,2.0,0
Male,No,33,Entertainment,,Low,3.0,2
Female,Yes,57,Artist,0.0,Average,4.0,0
Male,Yes,65,Entertainment,1.0,Low,1.0,3
Female,Yes,61,Engineer,1.0,Average,5.0,0
Female,No,32,Healthcare,0.0,Low,4.0,2
Male,Yes,35,Artist,1.0,Low,1.0,2
Female,Yes,82,Lawyer,1.0,High,2.0,4
Female,Yes,37,Engineer,1.0,Low,4.0,2
Female,No,26,Engineer,0.0,Low,5.0,2
Male,No,32,Healthcare,2.0,Low,3.0,2
Female,Yes,81,Lawyer,1.0,High,2.0,4
Male,No,49,Artist,0.0,Low,1.0,3
Male,Yes,46,Marketing,1.0,Low,3.0,3
Female,No,20,Doctor,,Low,4.0,2
Male,,66,Artist,0.0,Low,,3
Male,No,27,Entertainment,9.0,Low,3.0,1
Female,Yes,66,Lawyer,6.0,Average,4.0,4
Male,Yes,31,Artist,0.0,Average,3.0,0
Male,Yes,53,Doctor,4.0,Average,2.0,0
Female,No,29,Doctor,0.0,Low,5.0,2
Male,Yes,70,Executive,,High,2.0,4
Male,Yes,60,Entertainment,1.0,Average,5.0,0
Female,No,43,Doctor,4.0,Low,6.0,2
Male,Yes,73,Entertainment,5.0,Low,1.0,3
Female,No,47,Engineer,,Low,,2
Male,Yes,47,Entertainment,0.0,Average,3.0,0
Male,No,20,Healthcare,1.0,Low,3.0,2
Male,Yes,38,Artist,0.0,Low,2.0,2
Female,Yes,56,Lawyer,5.0,High,9.0,4
Male,Yes,51,Artist,0.0,Average,5.0,0
Male,Yes,27,Artist,4.0,Average,2.0,0
Male,No,30,Artist,2.0,Low,2.0,2
Male,Yes,49,Artist,1.0,Average,4.0,0
Female,No,30,Healthcare,0.0,Low,6.0,2
Male,Yes,26,Doctor,9.0,Average,2.0,1
Female,Yes,58,Marketing,,Average,6.0,0
Male,Yes,42,Artist,3.0,Average,4.0,0
Male,No,23,Healthcare,0.0,Low,,2
Male,Yes,49,Executive,1.0,High,5.0,0
Male,Yes,59,Executive,3.0,High,4.0,4
Male,No,31,Healthcare,8.0,Low,,1
Female,Yes,49,Artist,0.0,Average,5.0,0
Male,No,31,Engineer,,Low,4.0,2
Male,Yes,32,Artist,9.0,Average,2.0,1
Male,Yes,41,Entertainment,5.0,Low,1.0,1
Male,Yes,71,Executive,1.0,High,4.0,4
Male,Yes,62,Entertainment,0.0,Average,3.0,0
Male,No,26,Artist,,Low,4.0,2
Female,No,41,Doctor,0.0,Low,1.0,2
Male,No,41,Doctor,2.0,Low,2.0,2
Male,No,38,Artist,,Low,1.0,2
Male,Yes,53,Artist,3.0,Average,3.0,0
Male,Yes,46,Doctor,2.0,Low,4.0,3
Male,Yes,50,Executive,1.0,High,3.0,4
Female,Yes,40,Artist,1.0,Low,1.0,2
Female,No,49,Artist,9.0,Low,1.0,1
Female,No,30,Healthcare,9.0,Low,3.0,1
Male,Yes,36,Artist,0.0,Average,4.0,0
Female,Yes,66,Lawyer,0.0,High,3.0,4
Male,Yes,31,Marketing,,Low,4.0,2
Female,Yes,37,,0.0,Low,,2
Female,No,26,Healthcare,1.0,Low,,2
Female,No,27,Healthcare,0.0,Low,4.0,2
Male,Yes,70,Lawyer,,Low,1.0,3
Male,Yes,43,Entertainment,,Average,3.0,0
Male,No,42,Entertainment,1.0,Low,3.0,2
Male,No,28,Doctor,1.0,Low,1.0,2
Male,No,38,Artist,,Low,1.0,2
Male,Yes,48,Entertainment,6.0,Low,2.0,1
Male,Yes,36,Entertainment,9.0,Average,2.0,1
Male,Yes,41,,0.0,Low,2.0,2
Male,Yes,40,Artist,1.0,Low,2.0,3
Female,Yes,57,Artist,0.0,High,2.0,4
Female,Yes,50,Artist,,High,4.0,0
Female,No,42,Entertainment,5.0,Low,7.0,1
Male,No,20,Marketing,,Low,5.0,2
Female,No,21,Healthcare,1.0,Low,7.0,2
Male,Yes,38,Artist,,Average,2.0,0
Female,No,27,Healthcare,0.0,Low,4.0,2
Female,No,26,Marketing,9.0,Low,,1
Female,Yes,46,Artist,4.0,High,5.0,0
Female,No,27,Engineer,0.0,Low,6.0,2
Female,No,25,Marketing,8.0,Low,5.0,1
Male,Yes,87,Lawyer,0.0,High,2.0,4
Male,No,27,Healthcare,1.0,Low,3.0,2
Female,Yes,48,Marketing,6.0,Low,1.0,1
Male,Yes,51,Doctor,1.0,Average,4.0,0
Male,Yes,81,Lawyer,,High,2.0,4
Male,Yes,48,Artist,7.0,Average,2.0,1
Male,Yes,52,Artist,0.0,High,2.0,0
Female,Yes,68,Lawyer,0.0,High,2.0,4
Male,Yes,35,Artist,3.0,Average,3.0,0
Female,Yes,39,Homemaker,9.0,Low,1.0,1
Female,Yes,53,Artist,2.0,High,2.0,0
Male,Yes,41,Artist,1.0,Average,2.0,0
Male,Yes,41,Artist,11.0,High,2.0,1
Female,No,25,Engineer,1.0,Low,1.0,2
Female,Yes,23,Healthcare,7.0,High,2.0,1
Female,Yes,47,Artist,1.0,High,5.0,0
Female,Yes,35,Artist,0.0,High,2.0,0
Male,Yes,51,Executive,1.0,Low,3.0,3
Female,No,38,Engineer,1.0,Low,1.0,2
Male,Yes,62,Artist,10.0,Low,1.0,1
Female,No,43,Entertainment,8.0,Low,,1
Male,Yes,60,Executive,1.0,High,6.0,4
Male,Yes,47,Executive,1.0,High,4.0,0
Male,No,22,Marketing,0.0,Low,4.0,2
Female,No,31,Marketing,0.0,Low,3.0,2
Female,Yes,38,Engineer,3.0,Low,2.0,2
Female,Yes,42,Entertainment,6.0,Average,5.0,1
Female,Yes,50,Artist,1.0,Average,3.0,0
Male,Yes,38,Artist,5.0,Average,3.0,0
Female,Yes,55,Doctor,0.0,Average,3.0,0
Female,Yes,71,Artist,1.0,Average,2.0,4
Male,Yes,38,Artist,10.0,Average,4.0,1
Male,Yes,77,Artist,1.0,Low,1.0,3
Male,No,33,Engineer,1.0,Low,3.0,2
Male,Yes,72,Executive,0.0,High,2.0,4
Female,Yes,43,Engineer,9.0,Average,4.0,1
Female,No,35,Artist,0.0,Low,3.0,2
Female,No,33,Doctor,1.0,Low,3.0,2
Male,Yes,27,Entertainment,0.0,Average,2.0,0
Male,No,21,Healthcare,0.0,Low,6.0,2
Female,Yes,41,Artist,0.0,Average,2.0,0
Female,No,19,Healthcare,,Low,6.0,2
Female,,50,Artist,1.0,High,4.0,0
Male,No,29,Artist,9.0,Low,3.0,1
Female,Yes,46,Artist,8.0,Low,1.0,1
Male,Yes,46,Artist,1.0,Low,1.0,3
Female,Yes,53,Engineer,3.0,Low,1.0,3
Male,Yes,36,Executive,1.0,High,4.0,0
Female,Yes,36,Engineer,0.0,Average,2.0,0
Male,Yes,56,Executive,,High,5.0,4
Male,Yes,25,Entertainment,1.0,High,2.0,0
Female,No,32,Entertainment,,Low,4.0,2
Male,No,61,Entertainment,1.0,Low,3.0,3
Male,Yes,61,Entertainment,1.0,Average,2.0,0
Male,Yes,53,Artist,0.0,Average,2.0,0
Male,Yes,69,Executive,1.0,High,4.0,4
Male,No,47,Entertainment,4.0,Low,1.0,2
Female,Yes,26,Entertainment,5.0,Low,7.0,1
Female,No,39,Artist,9.0,Low,1.0,1
Male,Yes,47,Artist,0.0,Low,4.0,3
Female,Yes,69,Artist,7.0,Low,1.0,3
Male,Yes,46,Artist,8.0,Average,2.0,1
Male,Yes,50,Engineer,,Low,1.0,3
Female,No,37,Doctor,1.0,Low,3.0,2
Female,No,50,Artist,6.0,Low,1.0,1
Female,Yes,52,Doctor,0.0,Average,4.0,0
Male,No,28,Healthcare,5.0,Low,4.0,2
Male,No,42,Entertainment,3.0,Low,2.0,2
Female,No,43,Engineer,,Low,1.0,2
Female,No,42,Artist,,Low,2.0,2
Male,Yes,45,Executive,1.0,High,5.0,0
Male,Yes,57,Lawyer,1.0,High,2.0,4
Male,No,48,Entertainment,0.0,Low,3.0,3
Male,No,18,Healthcare,1.0,Low,3.0,2
Male,Yes,88,Lawyer,,Low,1.0,3
Male,Yes,51,Artist,3.0,Average,2.0,0
Female,No,29,Engineer,1.0,Low,5.0,2
Female,Yes,28,Artist,,Low,3.0,2
Female,Yes,47,Artist,0.0,Average,4.0,0
Female,No,25,Marketing,8.0,Low,,1
Female,Yes,38,Artist,4.0,Average,4.0,0
Male,Yes,37,Artist,1.0,Low,1.0,2
Male,No,22,Healthcare,9.0,Low,4.0,1
Female,Yes,61,Engineer,0.0,Average,2.0,0
Male,Yes,42,Artist,0.0,Average,2.0,0
Male,Yes,60,Artist,1.0,Average,2.0,0
Male,Yes,73,Entertainment,1.0,High,4.0,4
Male,,60,Executive,6.0,Average,2.0,0
Female,No,27,Marketing,8.0,Low,4.0,1
Female,Yes,49,Artist,1.0,Low,1.0,3
Male,Yes,72,Lawyer,3.0,High,2.0,4
Female,Yes,43,Artist,1.0,Average,2.0,0
Female,Yes,50,,1.0,Low,2.0,3
Female,No,49,,0.0,Low,2.0,3
Male,Yes,38,Doctor,5.0,Low,2.0,1
Female,Yes,35,Artist,0.0,Average,3.0,0
Female,Yes,82,Lawyer,1.0,High,2.0,4
Male,Yes,63,Artist,9.0,Low,1.0,1
Male,Yes,73,Executive,11.0,High,2.0,4
Female,Yes,38,Artist,4.0,Low,1.0,2
Male,Yes,61,Lawyer,,High,2.0,4
Female,No,42,Homemaker,10.0,Low,1.0,1
Female,Yes,43,Engineer,0.0,Average,2.0,0
Male,No,31,Homemaker,14.0,Low,1.0,1
Male,Yes,69,Doctor,,Low,1.0,3
Female,No,42,Entertainment,1.0,Low,3.0,2
Male,Yes,32,Artist,9.0,Average,2.0,1
Male,Yes,39,Artist,3.0,Average,4.0,0
Female,Yes,48,Artist,0.0,Average,4.0,0
Male,Yes,39,Artist,6.0,Average,2.0,1
Male,Yes,55,Artist,9.0,Average,2.0,1
Male,Yes,60,Doctor,1.0,High,2.0,4
Female,No,51,Entertainment,1.0,Low,1.0,3
Female,Yes,61,Artist,0.0,Average,3.0,0
Female,No,43,Artist,1.0,Low,1.0,2
Male,Yes,86,Lawyer,1.0,High,2.0,4
Female,Yes,55,Artist,2.0,Average,3.0,0
Female,Yes,43,Artist,1.0,Average,5.0,0
Male,Yes,45,Executive,0.0,Average,3.0,0
Female,Yes,50,Artist,1.0,Average,5.0,0
Male,Yes,40,Artist,1.0,Average,2.0,0
Male,No,19,Healthcare,0.0,Low,3.0,2
Female,No,25,Doctor,3.0,Low,1.0,2
Female,No,89,Lawyer,2.0,Low,1.0,3
Female,No,25,Engineer,1.0,Low,,2
Female,Yes,49,Artist,0.0,Average,3.0,0
Female,Yes,46,Engineer,1.0,Average,5.0,0
Female,Yes,83,Lawyer,0.0,Low,2.0,3
Male,Yes,35,Executive,6.0,Average,4.0,1
Female,Yes,71,Lawyer,1.0,Low,2.0,3
Male,Yes,50,Artist,0.0,Average,3.0,0
Male,Yes,58,Executive,12.0,High,2.0,1
Male,Yes,29,Healthcare,,High,2.0,0
Male,Yes,35,Artist,1.0,Average,4.0,0
Male,Yes,67,Executive,0.0,High,2.0,4
Male,Yes,35,Doctor,0.0,Average,5.0,0
Male,Yes,61,Executive,1.0,High,3.0,4
Female,No,29,Entertainment,0.0,Low,2.0,2
Female,No,49,Homemaker,0.0,Low,,3
Male,Yes,46,Entertainment,,Average,5.0,0
Male,Yes,47,Executive,0.0,Average,5.0,0
Female,No,37,Artist,4.0,Low,2.0,2
Male,No,18,Healthcare,9.0,Low,3.0,1
Female,No,23,Entertainment,0.0,Low,2.0,2
Male,No,29,Homemaker,11.0,Low,3.0,1
Female,Yes,52,Artist,,Average,4.0,0
Female,No,43,Artist,1.0,Low,4.0,2
Male,Yes,66,Artist,0.0,Low,5.0,3
Male,Yes,45,Executive,1.0,High,3.0,0
Female,Yes,67,Lawyer,1.0,Low,1.0,3
Female,Yes,49,Marketing,9.0,Low,2.0,1
Male,Yes,38,Executive,1.0,High,4.0,0
Female,Yes,38,Engineer,1.0,Low,2.0,2
Female,No,32,Homemaker,10.0,Low,1.0,1
Male,Yes,48,Artist,8.0,Average,2.0,1
Female,No,42,Homemaker,7.0,Low,1.0,1
Female,No,50,Artist,8.0,Low,3.0,1
Female,Yes,33,Homemaker,,High,2.0,0
Male,Yes,50,Artist,0.0,Average,3.0,0
Female,Yes,30,Engineer,8.0,High,6.0,1
Male,Yes,89,Lawyer,0.0,Low,,3
Female,Yes,27,Doctor,1.0,Low,2.0,2
Female,Yes,43,Engineer,1.0,Average,4.0,0
Female,No,25,Marketing,1.0,Low,2.0,2
Female,No,19,Healthcare,4.0,Low,5.0,2
Female,No,27,Marketing,12.0,Low,3.0,1
Male,No,43,Artist,1.0,Low,1.0,2
